Week,Day,,How to think,Best practices,Patterns,Anti pattern,Limitaciones
20,60,Skill: Hyperparameter tunning  ,,,,,
,En Syllabus,"> Teoría:

+ Hiperparámetros
  - ¿Qué son los hiperparámetros?
  - Parámetros de modelos vs hiperparámetros
    -- Cuáles hiperparámetros existen según los modelos y clasificaciones
  - Define a hyperparameter search space for a given model (referencia a cómo se hacía, pero principalmente enfocado en el uso de LLMs con capacidad de razonamiento)

+ Optimización de hiperparámetros
  - ¿Qué son GridSearchCV y RandomizedSearchCV? ¿Cómo se usan para optimizar los hiperparámetros?
  - Run a grid search using GridSearchCV 
  - Run a random search using RandomizedSearchCV
  - ¿Cuál es el modelo final resultante tras la optimización de los hiperparámetros?
  - Select the best model from a tuning experiment without data leakage
","
- Hyperparameter tuning: A model trained with default parameters is rarely the best version of that model. Students need to know how to systematically improve performance without guessing.
- Use RandomizedSearchCV first for large spaces, GridSearchCV only to refine a small region
","- Always run search inside a pipeline — preprocessing must be part of the CV loop
- Use RandomizedSearchCV first for large spaces, GridSearchCV only to refine a small region
- Set refit=True (default) — the best estimator is automatically retrained on the full training set
- Use n_jobs=-1 to parallelize — grid search is embarrassingly parallel
- Evaluate with scoring aligned to the actual business metric, not default accuracy
",,"- Using default hyperparameters and reporting results as final — always at least sanity-check them
- Running GridSearchCV on a large space — combinatorial explosion, computationally wasteful
- Fitting the search on the full dataset → data leakage, optimistic results
- Selecting best_estimator_ and then re-fitting it manually — refit=True already handles this; re-fitting introduces leakage risk
- Using the test set to compare candidate models during tuning — test set is for final evaluation only, once
- Ignoring cv_results_ — it contains variance info across folds; a model with lower mean but tighter variance may be the better production choice",
,En Syllabus,"> Proyecto de módulo: Correr un Grid Search (Grid Search CV) y un Random Search (Random Search CV).
  - Dado que el módulo es corto, debemos pensar en 4 proyectos o casos de uso. ",,,,,
21,61,Skill: Evaluate a trained model ,,,,,
,En Syllabus,"> Teoría: 
+ Evaluación de modelos:
  - Concepto de ""Evals""
  - ¿Qué es underfitting? ¿Cómo detectarlo? ¿Cómo prevenirlo?
  - ¿Qué es el overfitting? ¿Cómo detectarlo? ¿Cómo prevenirlo?
  - How to choose the correct evaluation metric for a classification or regression problem
  - How to interpret a confusion matrix and derive precision, recall, and F1 from it
  - Plot and read a learning curve to diagnose 
  - Alternativas al training test tradicional:
    -- k-fold cross-validation ","
- Model evaluation
Training a model means nothing if you can’t measure whether it works. This module is what separates a model that ran from a model that performs.
","- Diagnose using learning curves — plot train vs validation error across training set sizes
- Underfitting → increase model complexity, add features, reduce regularization
- Overfitting → add regularization, reduce complexity, get more data, use dropout/pruning
- Treat the bias-variance tradeoff as a spectrum to navigate, not a binary to fix

- Choose the metric before training, based on the cost of each error type (FP vs FN)
- Imbalanced classes → use F1, precision, recall, ROC-AUC — never raw accuracy
- Regression → use MAE when outliers should not dominate; RMSE when they should
- Always report multiple metrics — no single number tells the full story
- Use the confusion matrix to understand where the model fails, not just how much

- Use k-fold CV (k=5 or 10) as the default evaluation strategy — single splits have high variance
- Use stratified k-fold for classification — preserves class distribution across folds
- Use time-series split for temporal data — never shuffle time-ordered data
- Report mean ± std across folds — variance across folds is signal, not noise",,"- Adding more data as the first response to overfitting — diagnose first
- Increasing model complexity as the first response to underfitting — check feature quality first
- Reading only final train/test accuracy — without learning curves, you're flying blind

- Using accuracy on imbalanced datasets — a model predicting the majority class 100% of the time looks good
- Optimizing for a metric that doesn't match the business cost of errors
- Reporting only aggregate metrics — disaggregate by class and by data segment

- Shuffling time-series data before splitting → future leaks into past, results are invalid
- Using k-fold without stratification on imbalanced data → folds with no minority class examples
- Running CV after fitting a scaler on the full dataset → leakage, inflated scores
- Treating a single high-fold score as reliable — always look at variance across folds",
,En Syllabus,> Proyecto transversal: Hacer una evaluación técnica sobre el entrenamiento del modelo de regresión para la predicción de ventas y determinar si ha sido bien entrenado o si tiene (under/over)fitting,,,,,
21,62,Skill: Model debugging and integration,,,,,
,En Syllabus,"> Teoría:   

+ Desplegar un modelo de ML entrenado:
  - Recordatorio de que para desplegar un modelo debe definirse un flujo y establecer un pipeline.
  - ¿Cómo desplegar el modelo? Principales aspectos a tener en cuenta para ponerlo en producción.
  - Formas de consumir el modelo
    -- Emplearlo en procesamiento por lotes
    -- Invocarlo en un backend (APIs)
  - Cómo integrar el modelo dentro de un pipeline de Prefect

+ Monitoreo de salud de un modelo
   - ¿Por qué es importante monitorear a un modelo?
   - Track health, quality, freshness, and failures.
   - Métricas comunes con Prefect
     -- Runs completadas / fallos → Prefect registra el estado de cada ejecución en su base de datos interna.
     -- Duración media → diferencia entre start_time y end_time de cada run.
     -- Filas cargadas → esto sí requiere que tú lo registres explícitamente, por ejemplo con return len(df) en load() o usando prefect.context / artefactos.
   - ¿Qué debe mostrar un dashboard de monitorización de un modelo?","- Real datasets produce real problems — overfitting, imbalanced classes, poor generalization. 
- It's necessary to have a systematic way to diagnose and fix, not just re-run, hoping for better results.
","- Serialize the full pipeline (preprocessing + model), not just the model weights — use joblib
- Version every deployed artifact — model file, preprocessing config, and training data snapshot
- Expose the model via a typed API contract — define input schema and output schema explicitly
- Separate batch and online serving paths — they have different latency, throughput, and failure profiles
- Gate deployment with a minimum performance threshold — never deploy a model without a quality bar",,"- Deploying only the model without the scaler/encoder → prediction pipeline breaks silently
- No versioning → impossible to roll back when a new model degrades
- Running batch inference inside a web request → blocks the API, wrong tool for the job
- Hardcoding preprocessing logic in the serving layer separately from training → train/serve skew",
,IGNORE,> Proyecto de compañía: Basado en la conversación https://claude.ai/chat/aae7f23a-12ae-4774-ac79-83acf75bfddb desarrollar un proyecto para generar un ligero sistema de monitorización de la ejecución del modelo. ,,,,,
21,63,Skill: Implementar técnicas de RAG para implementar la base de conocimientos de un modelo,,,,,
,En Syllabus,"> Teoría:

  + RAG:
    - ¿Qué es un RAG? 
    - ¿Cuál es su utilidad?
    - ¿Cómo se construye un RAG? (Desde un aspecto de procesos, no técnico)
    - Tendencias más comunes al trabajar con RAG
    - Buenas prácticas
    - Errores más comunes.
    - Data poisoning: Entender que los datos de entrenamiento o de augmentación (vectorDB en RAG) pueden ser manipulados para alterar el comportamiento del modelo.

  + Vectorial databases
    - ¿Qué es una bd vectorial
    - ¿Para qué sirve?
    - Conceptos y elementos principales en bases de datos vectoriales
    - ¿Cómo funciona una bd vectorial?
    - Why traditional DBs (SQL, even NoSQL) can't do similarity search efficiently

  + Using Qdrant
    - ¿Qué es Qdrant?
    - Core Qdrant concepts overview (with analogies, avoiding too technical-mathematical explanations)
      -- Collections — the equivalent of a table; stores vectors of a fixed dimension with a distance metric (cosine, dot product, Euclidean)
      -- Points — a record: {id, vector, payload}; payload is arbitrary JSON metadata
      -- Vectors — Qdrant supports dense vectors for semantic similarity, sparse vectors for full-text/keyword search, and multivectors for late-interaction models like ColBERT 
      -- Why is Qdrant fast? (Very simple overview of HNSW index — Qdrant uses Hierarchical Navigable Small World (HNSW) graphs for efficient ANN search with low latency and high recall)
    - Basic operations (hands-on)
      -- Create a collection with the right vector size and distance metric
      -- Upsert points (insert/update)
      -- Query: search() with a vector → get top-K similar results
      -- Filter by payload during search (this is a key differentiator vs. FAISS)
      -- Delete points; update payload

  + Chunking y Embedding
    - ¿Qué es el chunking?
    - ¿Qué es el embedding?
    - Proceso:
      1. Elegir cómo hacer chunking
      2. Elegir a qué hacer embedding
      3. Elegir el modelo (que no es lo mismo que el LLM) para realizar el embedding.
    - ¿Cómo usar las métricas Recall@k y Faithfulness en la generación?
    - Estrategias más comunes de embedding:
      -- RAG para chatbot interno / knowledge base
      -- Búsqueda semántica de productos / catálogo
      -- Soporte al cliente / ticket routing
      -- Recomendaciones personalizadas
    - Resumen en tabla indicando caso de uso, a qué hacer embedding, el chunking y el modelo sugerido (pasarle imagen en https://www.awesomescreenshot.com/image/60606493?key=3693c603abf173f3701ee5cc52bfab37)
    - Comparativa de modelos de embeddings: https://www.awesomescreenshot.com/image/60606596?key=384f6e1ebdb4bf252167e9dd7518576c 
","- Cuándo es necesario un RAG
- Por qué RAG no debe ser precisamente considerado una Memoria, sino una base de conocimiento
- Cómo afecta el tamaño de mis chunks a un RAG
- ","- Dejar que el LLM sintetice los embeddings para obtener el mejor resultado, en lugar de seleccionar el aparentemente ""mejor"".
- Siempre decirle a la IA cómo usar los chunks
- Siempre decirle a la IA que diga que no sabe algo para evitar improvisaciones y alucinaciones.
- Mantener la cantidad de chunks baja y de buena calidad para evitar ""lost in the middle"".

- Chunk documents by semantic unit (section, paragraph), not by fixed character count
- Store both the chunk and its source metadata (doc ID, page, section title) in the vector store
- Use a retrieval step that returns k candidates, then rerank before passing to the LLM
- Set a similarity threshold — discard chunks below it rather than always forcing k results
- Keep the retrieval pipeline and the generation prompt decoupled — they evolve at different rates
- Evaluate retrieval and generation separately; a bad answer can fail at either layer
- Embed at query time with the same model used at indexing time — never mix embedding models
- Log retrieved chunks alongside the final answer for debugging and audit","- Chunking with overlap — small overlap between adjacent chunks prevents context loss at boundaries
- Hybrid search — combine dense (vector) + sparse (BM25/keyword) retrieval, then merge results
- Metadata filtering — pre-filter by date, category, or source before vector search to reduce noise
- Prompt stuffing with source attribution — include chunk source in the context block so the LLM can cite it
- Re-ranking — use a cross-encoder or LLM-based reranker to reorder the top-k before generation
- Parent-child chunking — index small chunks for precision retrieval, expand to parent chunk for context
- Query expansion — rephrase or expand the user query before retrieval to improve recall","- Chunks muy grandes o muy pequeños
- No respetar los límites naturales del contenido (dejar la mitad de un párrafo en un chunk y la otra en otro)
- No limpiar el contenido
- No incluir el contexto del chunk. (Un chunk que dice ""como vimos anteriormente"" pero el chunk no sabe qué había anteriormente.
- Embedding de preguntas junto con respuestas
- No filtrar por metadatos. No puedes usar solo los embeddings. (Una función se explica igual pero se escribe distinto en JS y Python)
- Confiar ciegamente en el top-1 de similitud. El mejor contexto puede estar en el segundo o tercero.
- No poner un puntaje mínimo de similaridad (Threshold demasiado bajo)
- No instruir al LLM sobre cómo usar el contexto. 
",
HITO 07,En Syllabus,"🧩 Hito 7 — RAG y Memoria
   Fragmentación de datos (Chunking), incrustaciones de datos (embeddings), búsqueda vectorial. Añadir la capa de conocimiento de la empresa.

> Proyecto transversal: Knowledge base de la empresa para responder preguntas desde la perspectiva del vendedor
  - Generar una base de conocimientos mediante RAG, aplicando chunking y embeddings.
  - Generar las cuatro funciones mínimas de setup, retrieve, query, embed.
  - Generar endpoint de consulta (uso frecuente)
  - Generar una interfaz que permita ingresar una consulta y devuelva una respuesta mediante una llamada al endpoint de consulta del RAG.
  - Importante: 
    -- Tener muy presente la modularización.
    -- Un modelo debe generar la respuesta, no devolver directamente el hallazgo en la BD.
",,,,,Sin LangChaing ni LangGraph.
,,### AGENTIC ENGINEERING ###,,,,,
22,64,Skill: Building an AI Agent capable of calling tools (functions),,,,,
,En Syllabus,"The customer support AI Agent will be able to fetch company information and respond in real time.

+ Conceptos fundamentales en Ingeniería Agéntica
  - ¿Qué es un agente?
  - estado (state)
  - nodo (node)
  - dirección (edge)
  - compilación (compile)
  - checkpointing
  - tool
  - interruption
  - yield
  - loop
  - trace
  - evals
  - fitness
  - ¿En qué consiste la ingeniería de agentes?

+ Elementos fundamentales en configuración de la Ingeniería Agéntica
  - ¿Componentes principales de un agente?
    -- Modelo (LLM) / Conexión a una LLM API
    -- System prompt
    -- Temperature
  - Understanding the agentic loop: prompt → model response → tool call detected → execute function → feed result back → next model response
    -- How to detect a tool call in the response (tool_use block / finish_reason: tool_calls)
    -- How to format tool results and re-inject them into the conversation history
  - Minimum viable sequence:
   -- Call a single tool manually (hardcoded) → understand the schema
   -- Let the model decide when to call it (1 tool, 1 turn)
   -- Build the loop (multi-turn, 1 tool)
   -- Expand to multiple tools (routing logic)
   -- Add error handling and stopping conditions 

+ Introducción a LangGraph:
  - ¿Qué es y para qué sirve LangGraph?
  - Ejemplo de un agente ingenuo (Agent loop básico en Python sin LangGraph)
  - Crear un agente básico con LangGraph
","- ¿Qué diferencia a un agente de un chat?
- ¿Por qué un agente debe tener responsabilidades específicas y no ser un ""todero""?
- ¿cómo funciona un ciclo de agente? prompt → model response → tool call detected → execute function → feed result back → next model response
","- Treat the LLM as one component inside a larger system — it decides, the system executes
- Keep state minimal and explicit — only what the agent needs to make the next decision
- Define edges based on output conditions, not hardcoded sequences
- Implement checkpointing at every meaningful state transition — never at arbitrary intervals
- Add evals and fitness checks as first-class steps in the graph, not afterthoughts

- Every tool must have a typed input/output contract — the LLM cannot reason about ambiguous interfaces
- Handle tool failure explicitly in the graph — define a failure edge, not just a success path
- Make every tool idempotent — the agent will retry
- Set timeouts on every tool call — an unresponsive tool stalls the entire loop

- Compile the graph before any execution — catch structural errors at build time, not runtime
- Use yield for streaming intermediate outputs — never make the user wait for full completion
- Design graphs so every node has a single clear responsibility — mirrors the Narrow Tool Pattern
- Keep system prompt and graph architecture aligned — ambiguity in one amplifies ambiguity in the other","- State Machine Pattern — model agent behavior as explicit states + transitions, not free-form loops
- Tool Registry Pattern — register tools declaratively; the LLM selects, the runtime executes
- Interrupt-and-Resume Pattern — pause graph execution to collect human input, then resume from checkpoint
- Trace-and-Eval Pattern — every run produces a trace; evals run against the trace, not live execution

- Fallback Edge Pattern — on tool failure, route to a recovery node (retry, clarify, or escalate) rather than crashing
- Human-in-the-Loop Pattern — use interrupt to pause and yield control to the user when the agent reaches ambiguity it cannot resolve autonomously
- Narrow Tool Pattern — one tool, one responsibility; composability beats multi-purpose tools

- Naive Agent → Structured Graph Migration Pattern — start with a raw Python loop to understand the problem, then formalize as a LangGraph state machine
- Subgraph Pattern — encapsulate complex multi-step behavior (e.g., retrieval + rerank + respond) as a nested graph, callable as a single node
- Conditional Edge Pattern — route graph execution based on structured output from the LLM (e.g., {action: ""escalate"" | ""respond"" | ""clarify""})","- Esperar precisión absoluta del LLM: Los agentes deben diseñarse para tolerar errores del modelo.
- Letting the LLM control the loop directly — it should signal intent, not drive execution
- Storing full conversation history in state — summarize or window it; unbounded state kills performance
- No checkpointing → process crash = full restart from zero
- Hardcoding edge conditions as prompt instructions instead of graph logic — the architecture must enforce constraints, not the prompt

- Tools with side effects that aren't idempotent — retries cause duplicate actions (emails sent twice, records created twice)
- No failure path in the graph → unhandled tool errors propagate as LLM context noise
- Passing raw tool errors to the LLM without sanitizing — leaks internals, confuses reasoning
- Tools that do too much — the LLM can't accurately predict behavior, leading to wrong calls

- Building directly in LangGraph without first understanding the naive loop — abstractions hide bugs when fundamentals are unclear
- Monolithic single-node graphs — no observability, no retry granularity, no extensibility
- Extending behavior by modifying the prompt instead of the graph — prompt-only architecture breaks as complexity grows
- No trace instrumentation → debugging agentic failures without traces is guesswork",
,Approved,"> Proyecto transversal 1: Reescribir el código del proyecto del RAG en LangGraph y establecer los flujos del agente, el tracing y la evaluación.

> Proyecto transversal 2: Incorporar una tool para que el agente pueda traer información dinámica fuera del RAG (por ejemplo: Tickets de Customer Support, y extra, Información de productos en el inventario)",,,,,
22,65,Skills: Extender las capacidades de un agente mediante MCPs,,,,,
,En Syllabus,"> Teoría:

+ Introducción a MCPs: 
  - ¿Qué es un MCP? Definición y analogías
  - Tipos de MCP: Client vs Server
  - ¿Cuándo usar un MCP?
  - Arquitectura general de los MCPs (Estructura de referencia)
  - ¿Qué es la tool Explain?

+ MCP Server:
  - ¿Qué es un MCP Server?
  - Aplicaciones más comunes
  - ¿Cómo crear un MCP Server en Python? (Usando FastMCP https://github.com/PrefectHQ/fastmcp)
  - Errores comunes de seguridad a evitar desde el día uno: Exponer un servidor MCP sin autenticación, dar permisos excesivos a un servidor, un servidor MCP sin auth es una vulnerabilidad real.

+ MCP Client:
  - ¿Qué es un MCP Client?
  - Aplicaciones más comunes
  - ¿Cómo crear un MCP Client en Typescript?
","- ¿Qué problema resuelve MCP ?
- Al usar MCPs el agente consume servidores
- Las primitivas básicas de un servidor: Tools, Resources y Prompts
- ¿Cuándo aplicar cada transporte?: stdio (local, proceso hijo, rápido, un solo cliente) y Streamable HTTP (remoto, múltiples clientes, requiere auth).
- MCP no reemplaza function calling, lo extiende
- Las tools ejecutan código arbitrario — un junior debe internalizar que invocar una tool no es gratis ni inocuo.
- El host debe pedir consentimiento explícito antes de ejecutar una tool con argumentos visibles.
- nunca confiar ciegamente en la descripción de una tool si el servidor no es de una fuente conocida.","- Rate limiting en tools que llaman APIs externas o son costosas en cómputo
- Validación de contexto, no solo de input
- Diseñar para múltiples réplicas, health checks (/health, /ready) y despliegues sin downtime.","- Descubrimiento y permisos explícitos
- Principio de mínimo privilegio
- exigir OAuth 2.1 con PKCE y Resource Indicators (RFC 8707) para evitar que un servidor malicioso reutilice un token destinado a otro servidor
- Una responsabilidad clara por servidor
- Seguridad por diseño

","- MCP sin autenticación
- No limitar privilegios",
,Approved,"> Proyecto transversal: Construir un MCP Server para que los agentes puedan interactuar con la compañía mediante una API Key de autenticación/autorización. Con el MCP Server un agente podrá gestionar tickets del Incidents Manager y solo consultar, no editar, datos del inventario. ",,,,,
22,66,Skill: Implementar sistemas seguros de orquestación de agentes,,,,,
,Approved,"> Teoría:

  + Harnesss Engineering
    - Agent = Model + Harness — (el modelo decide, el harness ejecuta, orquesta herramientas y mantiene estado). 
    - El harness es todo lo que envuelve al modelo (orquestación de tools, loops de verificación, contexto/memoria, guardrails y observabilidad) para convertir la inteligencia cruda del modelo en un agente confiable y accionable
    - Cinco capas del harness de producción (referencial, poca profundidad): orquestación de tools, loops de verificación, contexto y memoria, guardrails, y observabilidad
    - ¿Por qué el Harness es importante?
      -- Caso de evidencia: En marzo de 2026, el equipo de LangChain subió su agente de codificación del puesto 30 al puesto 5 en Terminal Bench 2.0 sin cambiar el modelo subyacente — la mejora vino enteramente de optimizar el harness.

  + Guardrails
    - ¿Qué son los Guardrails o Guardarraíles?
    - ¿Por qué es necesario aplicar guardrails?
    - Los tres tipos de fallo que justifican guardrails: fallos estructurales (JSON malformado, campos faltantes), fallos de contenido (alucinaciones, fuga de PII, contenido dañino) y fallos de seguridad (inyección de prompt que manipula al modelo para ignorar instrucciones o exfiltrar datos)
    - Ejemplos de casos de la vida real más conocidos en los que aplicar de Guardrails
    - Mejores prácticas en guardrails

","- Por qué un agente necesita guardrails y un chatbot simple no tanto (el agente actúa, no solo responde)
- ¿Cómo evito que mis visitas usen mi agente como un ChatGPT libre? -> Guardrails 
- ¿Cómo logro que mis agentes estén optimizados por caso de uso? (contexto, tools, modelos, memoria, evals)
- Una vez optimizados mis agentes, hay que orquestarlos -> Harness
- Cada tipo de fallo (estructural, de contenido, de seguridad/inyección) requiere estrategias y herramientas distintas.
- ¿por qué un solo guardrail nunca es suficiente?

- El principio fundacional del harnessing (mentalidad, no herramienta): ""Cada vez que un agente comete un error, se toma el tiempo de diseñar una solución para que el agente nunca vuelva a cometer ese error"" — la mayoría de las veces esa solución es un harness mejorado, no un modelo mejor.","- separar instrucciones del sistema de input del usuario
- sanitizar inputs 
- nunca confiar en texto que viene de una tool externa (web, documento) como si fueran instrucciones del sistema.","

- Guardrails (Restricciones para evitar comportamientos inesperados. Ejemplos: límite de iteraciones, validación de argumentos, whitelist de tools)

- Fallback (Si una tool falla: intentar alternativa responder parcialmente pedir clarificación)

- Human-in-the-loop para acciones irreversibles
","- Creer que ""no hagas nada inseguro"" protege al agente
- Crear un único filtro de protección.
- Multiagente cuando un solo agente bien diseñado bastaba (over-engineering).
- Falta de contrato claro entre agentes (inputs/outputs no tipados).
- Ausencia de mecanismo de terminación o resolución de desacuerdos entre agentes.",
,Approved,"> Proyecto: Implementar los aspectos de protección y seguridad (harness y guardrails) que el agente requiere para funcionar correctamente como asistente de consulta de la base de conocimientos. 
  - El agente debe permitir ciertas consultas no relacionadas con la empresa, pero sí responder en el contexto de la empresa.
  - El agente no puede ser usado por una persona como un chatbot personal.
  - El agente debe tener un system prompt seguro y no responder a solicitudes de cambios de indicaciones",,,,,
23,67,Skill: Dotar de memoria a un agente,,,,,
,Approved,"> Teoría:
+ Memoria para agentes:
  - ¿Qué es la memoria de un agente inteligente?
  - ¿Por qué es importante la memoria?
  - ¿Cómo organizar la memoria de una gente?
  - Errores más comunes al implementar la memoria de un agente
  - Mejores prácticas en la creación de memoria de agentes

+ Arquitecturas de memoria:
  - Ventana de contexto (texto sin estado): la tarea cabe en una sesión y no requiere persistencia
  - Memoria externa (VectorDBs, RAGs): para buscar por similaridad semántica o si el contexto es muy grande
  - Knowledge graphs (GraphRAG, neo4j): para memoria con relaciones explícitas (dependencia, jerarquía, causalidad)
  - Memoria episódica (Prompt caching, Redis, key-value): Cuando el agente debe conocer su historial y personalizar. 
  - Memoria en parámetros: Conocimiento estable y vale la pena reentrenar (fine-tuning) el modelo. Superficial y con referencia a que fine-tuning es una práctica muy costosa y por tanto en cierto desuso.
  - Self-improving memory: Mecanismos para que la memoria se mantenga por sí sola.","- ¿Cuándo es necesaria la memoria?
- Comprender el tipo de memoria según el caso de uso.
","- Define what the agent must remember, for how long, and why before choosing an architecture
- Separate memory by temporal scope: within-session (context window), across-session (external store), permanent (parameters)
- Design memory as a first-class system component — not an afterthought bolted onto the prompt
- Make memory reads and writes explicit in the graph — agents should not implicitly accumulate state

- Use context window only when the full task fits in one session and persistence is not required
- Use VectorDB / RAG when retrieval is semantic and the corpus is too large for the context window
- Use Knowledge Graphs when relationships between entities matter — dependency, hierarchy, causality — not just similarity
- Use episodic memory (Redis, key-value, prompt caching) when the agent must personalize based on interaction history
- Treat parametric memory (fine-tuning) as a last resort — it is expensive, slow to update, and encodes knowledge that cannot be selectively forgotten
- Implement self-improving memory with a cleanup and consolidation cycle — raw memory accumulation without curation degrades retrieval quality over time","- Memory Taxonomy Pattern — classify every piece of information the agent needs into: ephemeral / episodic / semantic / parametric before implementation
- Explicit Memory Interface Pattern — memory is accessed through typed read/write operations, not by stuffing everything into the system prompt

- Tiered Memory Pattern — context window for immediate task, episodic store for session history, VectorDB for knowledge retrieval; route queries to the appropriate tier
RAG-as-Working-Memory Pattern — retrieve only the relevant chunks per query; never load the full knowledge base into context
- GraphRAG Pattern — use knowledge graph traversal to retrieve relational context that vector similarity cannot capture (e.g., ""what depends on X"")
- Memory Consolidation Pattern — periodically summarize and compress episodic memory; discard low-relevance entries to prevent retrieval noise","- Appending the full conversation history to every prompt — context bloat degrades reasoning and increases cost linearly
- Choosing a memory architecture before defining the retrieval requirement — architecture must follow access pattern, not preference
- Treating memory as a single unified store — different scopes require different backends

- Using a VectorDB when relationships between entities are the actual retrieval requirement — cosine similarity is blind to structure
- Fine-tuning to add recent or frequently changing knowledge — use RAG instead; fine-tuning is for stable behavioral patterns, not factual updates
- No eviction or consolidation policy on episodic memory → unbounded growth, degraded retrieval precision over time
- Self-improving memory with no human review gate → the agent reinforces its own errors autonomously",
HITO 08,,"🤖 Hito 8 — Ingeniería de Agentes
 Llamada a herramientas (tool calling). Construir el agente de la empresa.

> Proyecto transversal: EL agente que se viene creando debe ser el ayudante principal de la empresa que conoce todo sobre la empresa y se le puede preguntar sobre prácticamente cualquier cosa. Es importante que el agente mejore en sus desenvolvimiento en la empresa y que aprenda de la interacción futura. 
  - Hacer que el agente que se automejore mediante un flujo inspirado en lo indicado en esta imagen: https://awesomescreenshot.s3.amazonaws.com/image/3098882/60607495-9fdc44b2e2419c50571e72955c0127d7.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJSCJQ2NM3XLFPVKA%2F20260716%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T153652Z&X-Amz-Expires=28800&X-Amz-SignedHeaders=host&X-Amz-Signature=6830d1fc9c1f667771676996a510cdf0b0ae9c33d4026f34d09dcd91ce1ec12c
  - 

> Proyecto de módulo:
  - Hacer que el agente que se automejore mediante un flujo inspirado en lo indicado en esta imagen: https://awesomescreenshot.s3.amazonaws.com/image/3098882/60607495-9fdc44b2e2419c50571e72955c0127d7.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJSCJQ2NM3XLFPVKA%2F20260716%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T153652Z&X-Amz-Expires=28800&X-Amz-SignedHeaders=host&X-Amz-Signature=6830d1fc9c1f667771676996a510cdf0b0ae9c33d4026f34d09dcd91ce1ec12c
 https://www.awesomescreenshot.com/image/60607495?key=f4e8fde35e77bf01c20e89a235699d22",,,,,
,,### NO CODE & AUTOMATIONS ###,,,,,
23,68,Skill x: Representar la lógica de negocio de forma visual mediante diagramas de flujo de trabajo,,,,,
,NO GENERAR LEARNPACK,"Teoría (IGNORAR): 
Se reutilizarán el contenido del curso de n8n",,,,,
,,,,,,,
23,69,Skill x: Implementar flujos de trabajo básicos mediante herramientas de automatización como n8n,,,,,
,NO GENERAR LEARNPACK,"Teoría (IGNORAR): 
Se reutilizarán el contenido del curso de n8n",,,,,
,,,,,,,
24,70,Skill x: Integrar LLMs y aplicaciones de terceros en flujos de trabajo de n8n,,,,,
,NO GENERAR LEARNPACK,"Teoría (IGNORAR): 
Se reutilizarán el contenido del curso de n8n",,,,,
,,,,,,,
24,71,Skill x: Desplegar flujos de trabajo automatizados mantenibles y con gestión de errores ,,,,,
,NO GENERAR LEARNPACK,"Teoría (IGNORAR): 
Se reutilizarán el contenido del curso de n8n",,,,,
,,,,,,,
24,72,Skill x: Desplegar flujos de trabajo automatizados mantenibles y con gestión de errores ,,,,,
,NO GENERAR LEARNPACK,"Teoría (IGNORAR): 
Se reutilizarán el contenido del curso de n8n",,,,,
,,,,,,,
,,### AGENTIC WORKFLOWS ###,,,,,
25,73,Skill: Implement multi-agent systems to solve complex problems,,,,,
